,ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
2807,24645,12/24/1999,1,68.0,PARSONS,TN,38363.0,4002.0,0.0,1,O,12.0,M,N,,,,1,M,2.0,45000.0,S,60.0,C,1958.0,B,R,2.0,,A,5648.0,N,,N,,1,599.96,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-2.43
2867,20420,09/25/2004,1,50.0,FRANKLIN,TN,37064.0,1165.0,2.0,O,O,1.0,M,Y,,Y,Y,1,M,3.0,112500.0,N,450.0,O,2002.0,B,R,1.0,,A,150670.0,N,,N,,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,Y,9299.34,N,,,,,,,,-1.47
2948,26470,02/06/1986,1,58.0,CHAPMANSBORO,TN,37035.0,5425.0,0.0,O,O,15.0,M,N,,,,1,M,2.0,62500.0,S,440.0,F,1978.0,B,R,2.0,,A,27971.0,N,,N,,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,Y,0.0,,,,,,,0.0
2954,27466,12/04/2000,2,40.0,MOUNT JULIET,TN,37122.0,3122.0,2.0,O,O,6.0,M,Y,,Y,,1,F,2.0,87500.0,N,150.0,J,1988.0,,,,,A,4430.0,N,,N,,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,Y,1310.25,,,,,,,0.0
2977,38038,06/30/1995,1,64.0,NASHVILLE,TN,37217.0,1917.0,0.0,P,O,11.0,M,N,,,,1,F,2.0,35000.0,N,0.0,D,1949.0,,,1.0,,A,8492.0,N,,N,,0,,N,,Y,43693.1,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,0.0
3003,29871,11/30/2004,2,30.0,ROCKWOOD,TN,37854.0,4906.0,0.0,C,O,1.0,M,N,,,,1,M,2.0,125000.0,N,30.0,,,B,R,1.0,,,19939.0,N,,Y,100.0,1,2393.71,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,0.23
3030,32162,06/15/2006,1,,MEMPHIS,TN,38135.0,1309.0,1.0,1,O,3.0,M,Y,,Y,Y,3,M,2.0,62500.0,O,370.0,H,2000.0,,,1.0,,A,9929.0,N,,N,,1,30.1,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,Y,,0.84
3047,34800,01/28/2002,1,62.0,COOKEVILLE,TN,38506.0,4212.0,1.0,3,O,5.0,M,Y,Y,,,1,M,3.0,62500.0,U,160.0,H,1971.0,B,R,1.0,,A,64988.0,N,,Y,1410.29,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,1.18
3058,39411,06/02/2000,1,70.0,ROCKWOOD,TN,37854.0,6950.0,0.0,3,O,15.0,M,N,,,,1,M,2.0,45000.0,S,250.0,F,1970.0,B,R,2.0,,A,32048.0,N,,N,,0,,Y,558.13,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,1.41
3110,40852,02/21/1991,1,36.0,NASHVILLE,TN,37218.0,2729.0,0.0,8,O,15.0,M,N,,,,1,M,2.0,45000.0,Z,170.0,E,1940.0,B,R,1.0,,A,89396.0,Y,1234.75,N,,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,2.71
3135,11943,06/11/2004,1,13.0,SANTA FE,TN,38482.0,3023.0,1.0,2,O,5.0,M,Y,,Y,,1,M,2.0,112500.0,N,130.0,D,1900.0,B,R,2.0,,,8946.0,N,,N,,0,,Y,625.25,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,3.31
3163,35569,04/15/1986,2,76.0,DECHERD,TN,37324.0,3653.0,0.0,5,O,15.0,M,N,,,Y,1,M,2.0,17500.0,N,60.0,A,,B,R,1.0,,A,12822.0,Y,7500.0,N,,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,Y,0.0,,,,,,,3.9
3168,22063,06/19/2007,1,36.0,MURFREESBORO,TN,37130.0,0.0,1.0,,,1.0,B,Y,Y,,,0,M,1.0,,,260.0,L,,,,1.0,,E,,N,,Y,2588.18,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,4.12
3185,11635,04/26/2004,1,49.0,CLARKSVILLE,TN,37040.0,6560.0,1.0,O,O,15.0,M,Y,,Y,,1,M,4.0,125000.0,N,140.0,C,1973.0,B,R,2.0,,A,12087.0,N,,Y,596.58,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,Y,Y,N,Y,,Y,4.56
3269,40530,04/10/1980,1,69.0,CLARKSVILLE,TN,37040.0,6744.0,,O,,0.0,,,,,,0,,,,N,0.0,F,1990.0,,,,,A,8136.0,N,,N,,0,,Y,898.16,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,6.6
3377,37157,08/01/1972,1,58.0,ROGERSVILLE,TN,37857.0,7203.0,0.0,5,O,10.0,M,N,,,,1,M,2.0,35000.0,S,110.0,A,,B,R,1.0,,,7027.0,N,,Y,3331.86,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,9.84
3400,34272,06/14/2007,1,,KNOXVILLE,TN,37921.0,5041.0,0.0,D,,1.0,M,N,,,,0,M,2.0,,,40.0,D,1978.0,B,R,2.0,,A,45046.0,N,,N,,1,721.0,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,10.76
3420,29878,12/01/2004,1,80.0,MEMPHIS,TN,38112.0,5058.0,0.0,7,O,10.0,S,N,,,,1,F,1.0,87500.0,S,0.0,D,1963.0,B,R,,,B,57331.0,N,,N,,1,1553.6,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,11.4
3509,33443,02/14/2007,1,26.0,KNOXVILLE,TN,37918.0,9608.0,0.0,O,O,0.0,B,N,,,,1,M,1.0,87500.0,G,0.0,E,2001.0,,,,,A,260.0,N,,N,,1,0.0,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,Y,,14.15
3607,33826,04/11/2007,1,56.0,LEBANON,TN,37087.0,7433.0,,O,,0.0,,,,,,0,,,,N,0.0,G,1987.0,,,,Y,A,7550.0,N,,N,,1,4611.94,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,18.5
3741,15756,09/28/2005,2,82.0,FRANKLIN,TN,37064.0,3025.0,0.0,8,O,15.0,M,N,,,,2,M,2.0,25000.0,N,50.0,M,1983.0,B,R,1.0,,A,5497.0,Y,4134.61,N,,0,,Y,2169.34,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,24.29
3772,16703,01/23/2006,1,3.0,FRANKLIN,TN,37067.0,8549.0,4.0,2,O,4.0,M,Y,Y,,,1,M,2.0,87500.0,S,50.0,L,2002.0,B,R,,,A,15514.0,N,,N,,0,,Y,1819.59,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,25.44
